id,prompt,sample_idx,pred,method,end_kind,ntok
test-0735,A,0,2,final_answer,clean_final,796
test-0735,A,1,2,boxed,sentence_end,746
test-0735,A,2,3,final_answer,clean_final,619
test-0736,A,0,8,final_answer,clean_final,1172
test-0736,A,1,8,final_answer,clean_final,1306
test-0736,A,2,8,final_answer,clean_final,1229
test-0737,A,0,1,final_answer,clean_final,670
test-0737,A,1,16,final_answer,clean_final,559
test-0737,A,2,0,final_answer,clean_final,316
test-0738,A,0,410,final_answer,clean_final,236
test-0738,A,1,410,final_answer,clean_final,243
test-0738,A,2,410,final_answer,clean_final,230
test-0739,A,0,116,final_answer,clean_final,143
test-0739,A,1,116,final_answer,clean_final,124
test-0739,A,2,116,final_answer,clean_final,151
test-0740,A,0,2031,final_answer,clean_final,895
test-0740,A,1,2033,final_answer,clean_final,959
test-0740,A,2,2033,final_answer,clean_final,889
test-0741,A,0,6,final_answer,clean_final,578
test-0741,A,1,10,final_answer,clean_final,1058
test-0741,A,2,10,final_answer,clean_final,795
test-0742,A,0,4,last_number,mid_cut,1536
test-0742,A,1,21,final_answer,clean_final,952
test-0742,A,2,17,final_answer,clean_final,831
test-0743,A,0,4,final_answer,clean_final,199
test-0743,A,1,4,final_answer,clean_final,266
test-0743,A,2,4,final_answer,clean_final,242
test-0744,A,0,512,final_answer,clean_final,571
test-0744,A,1,1024,boxed,mid_cut,654
test-0744,A,2,512,final_answer,clean_final,566
test-0745,A,0,159,final_answer,clean_final,211
test-0745,A,1,159,boxed,mid_cut,187
test-0745,A,2,159,final_answer,clean_final,144
test-0746,A,0,2,final_answer,clean_final,247
test-0746,A,1,2,final_answer,clean_final,265
test-0746,A,2,2,final_answer,clean_final,280
test-0747,A,0,24,final_answer,clean_final,850
test-0747,A,1,8,final_answer,clean_final,1047
test-0747,A,2,16,final_answer,clean_final,978
test-0748,A,0,137,final_answer,clean_final,404
test-0748,A,1,137,final_answer,clean_final,471
test-0748,A,2,137,final_answer,clean_final,586
test-0749,A,0,32,final_answer,clean_final,1113
test-0749,A,1,35,last_number,ends_digit,1536
test-0749,A,2,22,final_answer,clean_final,980
test-0750,A,0,41.0,final_answer,clean_final,244
test-0750,A,1,41.0,final_answer,clean_final,319
test-0750,A,2,41.0,final_answer,clean_final,286
test-0751,A,0,14000.0,final_answer,clean_final,327
test-0751,A,1,14000.0,final_answer,clean_final,311
test-0751,A,2,14000.0,final_answer,clean_final,317
test-0752,A,0,66.0,final_answer,clean_final,134
test-0752,A,1,66.0,final_answer,clean_final,146
test-0752,A,2,66.0,final_answer,clean_final,149
test-0753,A,0,72.0,final_answer,clean_final,379
test-0753,A,1,60.0,final_answer,clean_final,631
test-0753,A,2,60.0,final_answer,clean_final,625
test-0754,A,0,175.0,final_answer,clean_final,392
test-0754,A,1,125.0,final_answer,clean_final,318
test-0754,A,2,125.0,final_answer,clean_final,523
test-0755,A,0,1141.0,answer_is,mid_cut,1293
test-0755,A,1,30.0,answer_is,mid_cut,910
test-0755,A,2,216.0,final_answer,clean_final,988
test-0756,A,0,5.0,final_answer,clean_final,212
test-0756,A,1,5.0,final_answer,clean_final,249
test-0756,A,2,5.0,final_answer,clean_final,164
test-0757,A,0,2.0,final_answer,clean_final,890
test-0757,A,1,2.0,final_answer,clean_final,1103
test-0757,A,2,54.0,final_answer,clean_final,1078
test-0758,A,0,30.0,final_answer,clean_final,264
test-0758,A,1,30.0,answer_is,mid_cut,247
test-0758,A,2,30.0,final_answer,clean_final,326
test-0759,A,0,37.0,final_answer,clean_final,512
test-0759,A,1,63.0,final_answer,clean_final,398
test-0759,A,2,377.0,final_answer,clean_final,498
test-0760,A,0,4400.0,final_answer,clean_final,294
test-0760,A,1,4400.0,final_answer,clean_final,362
test-0760,A,2,4400.0,final_answer,clean_final,284
test-0761,A,0,0.0,final_answer,clean_final,559
test-0761,A,1,120.0,final_answer,clean_final,888
test-0761,A,2,190.0,final_answer,clean_final,957
test-0762,A,0,6.0,final_answer,clean_final,533
test-0762,A,1,6.0,final_answer,clean_final,1003
test-0762,A,2,6.0,final_answer,clean_final,690
test-0763,A,0,0.0,final_answer,clean_final,786
test-0763,A,1,0.0,final_answer,clean_final,748
test-0763,A,2,1.0,final_answer,clean_final,886
test-0764,A,0,1.0,final_answer,clean_final,823
test-0764,A,1,12.0,final_answer,clean_final,926
test-0764,A,2,1.0,final_answer,clean_final,917
test-0765,A,0,200.0,boxed,mid_cut,1165
test-0765,A,1,1.0,last_number,ends_digit,1536
test-0765,A,2,5.0,last_number,mid_cut,1536
test-0766,A,0,7300.0,answer_is,mid_cut,823
test-0766,A,1,900.0,final_answer,clean_final,477
test-0766,A,2,900.0,final_answer,clean_final,530
test-0767,A,0,20.0,final_answer,clean_final,194
test-0767,A,1,20.0,final_answer,clean_final,234
test-0767,A,2,20.0,final_answer,clean_final,168
test-0768,A,0,120.0,final_answer,clean_final,276
test-0768,A,1,120.0,final_answer,clean_final,235
test-0768,A,2,120.0,final_answer,clean_final,235
test-0769,A,0,200.0,final_answer,clean_final,207
test-0769,A,1,200.0,final_answer,clean_final,223
test-0769,A,2,200.0,final_answer,clean_final,198
test-0770,A,0,20.0,final_answer,clean_final,239
test-0770,A,1,20.0,final_answer,clean_final,255
test-0770,A,2,20.0,final_answer,clean_final,277
test-0771,A,0,752.0,final_answer,clean_final,254
test-0771,A,1,752.0,final_answer,clean_final,245
test-0771,A,2,752.0,final_answer,clean_final,370
test-0772,A,0,1.0,final_answer,clean_final,587
test-0772,A,1,1.0,final_answer,clean_final,1058
test-0772,A,2,2013.0,answer_is,mid_cut,709
test-0773,A,0,1000.0,final_answer,clean_final,810
test-0773,A,1,25.0,final_answer,clean_final,491
test-0773,A,2,25.0,final_answer,clean_final,1171
test-0774,A,0,297.0,final_answer,clean_final,251
test-0774,A,1,297.0,final_answer,clean_final,189
test-0774,A,2,297.0,final_answer,clean_final,176
test-0775,A,0,5.0,final_answer,clean_final,394
test-0775,A,1,5.0,final_answer,clean_final,225
test-0775,A,2,5.0,final_answer,clean_final,280
test-0776,A,0,6589.0,final_answer,clean_final,678
test-0776,A,1,81.0,final_answer,clean_final,1099
test-0776,A,2,12345679.0,answer_is,mid_cut,872
test-0777,A,0,9.0,final_answer,clean_final,319
test-0777,A,1,9.0,final_answer,clean_final,337
test-0777,A,2,9.0,final_answer,clean_final,440
test-0778,A,0,100.0,final_answer,clean_final,146
test-0778,A,1,100.0,final_answer,clean_final,151
test-0778,A,2,100.0,final_answer,clean_final,177
test-0779,A,0,43.0,final_answer,clean_final,596
test-0779,A,1,23.0,final_answer,clean_final,781
test-0779,A,2,17.0,final_answer,clean_final,669
test-0780,A,0,,fail,sentence_end,31
test-0780,A,1,20.0,last_number,sentence_end,45
test-0780,A,2,20.0,last_number,sentence_end,37
test-0781,A,0,22.0,final_answer,clean_final,563
test-0781,A,1,31.0,final_answer,clean_final,441
test-0781,A,2,22.0,final_answer,clean_final,703
test-0782,A,0,9.0,final_answer,clean_final,88
test-0782,A,1,9.0,final_answer,clean_final,115
test-0782,A,2,9.0,final_answer,clean_final,135
test-0783,A,0,252.0,final_answer,clean_final,1272
test-0783,A,1,4.0,final_answer,clean_final,1109
test-0783,A,2,90.0,last_number,ends_digit,1536
test-0784,A,0,25.0,final_answer,clean_final,262
test-0784,A,1,25.0,final_answer,clean_final,259
test-0784,A,2,25.0,final_answer,clean_final,251
test-0785,A,0,54.0,final_answer,clean_final,386
test-0785,A,1,54.0,final_answer,clean_final,416
test-0785,A,2,54.0,final_answer,clean_final,293
test-0786,A,0,9.0,final_answer,clean_final,187
test-0786,A,1,9.0,final_answer,clean_final,162
test-0786,A,2,9.0,final_answer,clean_final,154
test-0787,A,0,39.0,final_answer,clean_final,961
test-0787,A,1,35.0,final_answer,clean_final,891
test-0787,A,2,14.0,final_answer,clean_final,820
test-0788,A,0,10.0,final_answer,clean_final,635
test-0788,A,1,10.0,final_answer,clean_final,574
test-0788,A,2,10.0,final_answer,clean_final,480
test-0789,A,0,21600.0,boxed,mid_cut,1147
test-0789,A,1,497664.0,final_answer,clean_final,1074
test-0789,A,2,6635232.0,boxed,mid_cut,1383
test-0790,A,0,4.0,boxed,sentence_end,1497
test-0790,A,1,20.0,final_answer,clean_final,1312
test-0790,A,2,7.0,final_answer,clean_final,1444
test-0791,A,0,203.0,final_answer,clean_final,214
test-0791,A,1,203.0,final_answer,clean_final,300
test-0791,A,2,203.0,final_answer,clean_final,311
test-0792,A,0,30.0,final_answer,clean_final,155
test-0792,A,1,30.0,final_answer,clean_final,238
test-0792,A,2,30.0,final_answer,clean_final,155
test-0793,A,0,19.0,final_answer,clean_final,177
test-0793,A,1,19.0,final_answer,clean_final,147
test-0793,A,2,19.0,final_answer,clean_final,159
test-0794,A,0,13.0,final_answer,clean_final,1007
test-0794,A,1,2.0,final_answer,clean_final,457
test-0794,A,2,13.0,final_answer,clean_final,992
test-0795,A,0,80.0,final_answer,clean_final,216
test-0795,A,1,80.0,final_answer,clean_final,263
test-0795,A,2,80.0,final_answer,clean_final,171
test-0796,A,0,140.0,final_answer,clean_final,211
test-0796,A,1,140.0,final_answer,clean_final,234
test-0796,A,2,140.0,final_answer,clean_final,180
test-0797,A,0,5.0,final_answer,clean_final,233
test-0797,A,1,5.0,final_answer,clean_final,271
test-0797,A,2,5.0,final_answer,clean_final,289
test-0798,A,0,3.0,final_answer,clean_final,134
test-0798,A,1,3.0,final_answer,clean_final,147
test-0798,A,2,3.0,final_answer,clean_final,103
test-0799,A,0,2.0,final_answer,clean_final,177
test-0799,A,1,2.0,final_answer,clean_final,144
test-0799,A,2,2.0,final_answer,clean_final,139
test-0800,A,0,466.0,final_answer,clean_final,795
test-0800,A,1,408.0,final_answer,clean_final,501
test-0800,A,2,2.0,final_answer,clean_final,484
test-0801,A,0,5040.0,final_answer,clean_final,309
test-0801,A,1,5040.0,final_answer,clean_final,617
test-0801,A,2,40320.0,final_answer,clean_final,281
test-0802,A,0,13.0,final_answer,clean_final,348
test-0802,A,1,13.0,final_answer,clean_final,331
test-0802,A,2,13.0,final_answer,clean_final,301
test-0803,A,0,60.0,final_answer,clean_final,223
test-0803,A,1,60.0,final_answer,clean_final,269
test-0803,A,2,60.0,final_answer,clean_final,273
test-0804,A,0,5.0,final_answer,clean_final,496
test-0804,A,1,1.0,final_answer,clean_final,677
test-0804,A,2,9.0,answer_is,mid_cut,766
test-0805,A,0,60.0,answer_is,mid_cut,717
test-0805,A,1,60.0,final_answer,clean_final,467
test-0805,A,2,60.0,final_answer,clean_final,457
test-0806,A,0,1082.0,final_answer,clean_final,159
test-0806,A,1,1082.0,final_answer,clean_final,200
test-0806,A,2,1082.0,final_answer,clean_final,249
test-0807,A,0,99.0,final_answer,clean_final,497
test-0807,A,1,100.0,final_answer,clean_final,633
test-0807,A,2,99.0,final_answer,clean_final,611
test-0808,A,0,1.0,final_answer,clean_final,454
test-0808,A,1,0.0,final_answer,clean_final,788
test-0808,A,2,84.0,final_answer,clean_final,397
test-0809,A,0,78.0,final_answer,clean_final,729
test-0809,A,1,13.0,final_answer,clean_final,849
test-0809,A,2,26.0,final_answer,clean_final,908
test-0810,A,0,16.0,final_answer,clean_final,170
test-0810,A,1,16.0,final_answer,clean_final,186
test-0810,A,2,16.0,final_answer,clean_final,270
test-0811,A,0,42.0,final_answer,clean_final,302
test-0811,A,1,,fail,clean_final,454
test-0811,A,2,40.0,final_answer,clean_final,317
test-0812,A,0,12.0,final_answer,clean_final,200
test-0812,A,1,12.0,final_answer,clean_final,205
test-0812,A,2,12.0,final_answer,clean_final,198
test-0813,A,0,280.0,final_answer,clean_final,215
test-0813,A,1,280.0,final_answer,clean_final,208
test-0813,A,2,280.0,final_answer,clean_final,251
test-0814,A,0,720.0,final_answer,clean_final,1220
test-0814,A,1,984.0,final_answer,clean_final,852
test-0814,A,2,3.0,last_number,mid_cut,1536
test-0815,A,0,8.0,final_answer,clean_final,152
test-0815,A,1,8.0,final_answer,clean_final,134
test-0815,A,2,8.0,final_answer,clean_final,179
test-0816,A,0,117.0,final_answer,clean_final,225
test-0816,A,1,117.0,final_answer,clean_final,255
test-0816,A,2,117.0,final_answer,clean_final,226
test-0817,A,0,21.0,last_number,ends_digit,1536
test-0817,A,1,67.0,final_answer,clean_final,1513
test-0817,A,2,76.0,boxed,mid_cut,1130
test-0818,A,0,700.0,final_answer,clean_final,371
test-0818,A,1,700.0,final_answer,clean_final,224
test-0818,A,2,700.0,final_answer,clean_final,236
test-0819,A,0,800.0,final_answer,clean_final,331
test-0819,A,1,800.0,final_answer,clean_final,147
test-0819,A,2,800.0,final_answer,clean_final,296
test-0820,A,0,25.0,final_answer,clean_final,377
test-0820,A,1,25.0,final_answer,clean_final,325
test-0820,A,2,25.0,final_answer,clean_final,444
test-0821,A,0,150.0,final_answer,clean_final,145
test-0821,A,1,150.0,final_answer,clean_final,188
test-0821,A,2,150.0,final_answer,clean_final,132
test-0822,A,0,32.0,final_answer,clean_final,229
test-0822,A,1,32.0,final_answer,clean_final,207
test-0822,A,2,32.0,final_answer,clean_final,269
test-0823,A,0,100.0,boxed,mid_cut,780
test-0823,A,1,100.0,boxed,sentence_end,524
test-0823,A,2,100.0,final_answer,clean_final,709
test-0824,A,0,3.0,boxed,mid_cut,1035
test-0824,A,1,1.0,final_answer,clean_final,1493
test-0824,A,2,14.0,final_answer,clean_final,1267
test-0825,A,0,300.0,final_answer,clean_final,484
test-0825,A,1,300.0,final_answer,clean_final,276
test-0825,A,2,300.0,final_answer,clean_final,263
test-0826,A,0,4.0,final_answer,clean_final,91
test-0826,A,1,4.0,final_answer,clean_final,62
test-0826,A,2,4.0,final_answer,clean_final,75
test-0827,A,0,24.0,final_answer,clean_final,171
test-0827,A,1,80.0,final_answer,clean_final,193
test-0827,A,2,24.0,final_answer,clean_final,246
test-0828,A,0,51.0,final_answer,clean_final,702
test-0828,A,1,100.0,final_answer,clean_final,631
test-0828,A,2,9.0,final_answer,clean_final,1024
test-0829,A,0,9.0,final_answer,clean_final,273
test-0829,A,1,9.0,final_answer,clean_final,269
test-0829,A,2,9.0,final_answer,clean_final,326
test-0830,A,0,3.0,final_answer,clean_final,330
test-0830,A,1,3.0,final_answer,clean_final,373
test-0830,A,2,3.0,final_answer,clean_final,363
test-0831,A,0,750.0,final_answer,clean_final,140
test-0831,A,1,750.0,final_answer,clean_final,164
test-0831,A,2,750.0,final_answer,clean_final,174
test-0832,A,0,1955.0,final_answer,clean_final,243
test-0832,A,1,1955.0,final_answer,clean_final,190
test-0832,A,2,1955.0,final_answer,clean_final,155
test-0833,A,0,1111.0,final_answer,clean_final,278
test-0833,A,1,1111.0,final_answer,clean_final,249
test-0833,A,2,1111.0,final_answer,clean_final,255
test-0834,A,0,9.0,final_answer,clean_final,192
test-0834,A,1,9.0,final_answer,clean_final,207
test-0834,A,2,9.0,final_answer,clean_final,208
test-0835,A,0,300.0,final_answer,clean_final,694
test-0835,A,1,1100.0,final_answer,clean_final,853
test-0835,A,2,3300.0,final_answer,clean_final,835
test-0836,A,0,10.0,final_answer,clean_final,726
test-0836,A,1,16.0,boxed,sentence_end,849
test-0836,A,2,10.0,final_answer,clean_final,794
test-0837,A,0,150.0,final_answer,clean_final,733
test-0837,A,1,180.0,final_answer,clean_final,1315
test-0837,A,2,180.0,final_answer,clean_final,1012
test-0838,A,0,2040.0,final_answer,clean_final,1211
test-0838,A,1,2026.0,boxed,mid_cut,871
test-0838,A,2,2048.0,final_answer,clean_final,675
test-0839,A,0,2211.0,final_answer,clean_final,411
test-0839,A,1,2212.0,final_answer,clean_final,247
test-0839,A,2,66.0,last_number,mid_cut,1536
test-0840,A,0,-12.0,final_answer,clean_final,1000
test-0840,A,1,-1.0,final_answer,clean_final,1171
test-0840,A,2,-12.0,final_answer,clean_final,1034
test-0841,A,0,420.0,final_answer,clean_final,917
test-0841,A,1,4596.0,final_answer,clean_final,1162
test-0841,A,2,885.0,boxed,mid_cut,653
test-0842,A,0,630.0,final_answer,clean_final,288
test-0842,A,1,630.0,final_answer,clean_final,248
test-0842,A,2,630.0,final_answer,clean_final,219
test-0843,A,0,13.0,boxed,mid_cut,722
test-0843,A,1,30.0,boxed,mid_cut,957
test-0843,A,2,289.0,boxed,mid_cut,690
test-0844,A,0,54.0,final_answer,clean_final,455
test-0844,A,1,54.0,final_answer,clean_final,428
test-0844,A,2,54.0,final_answer,clean_final,581
test-0845,A,0,47.0,final_answer,clean_final,478
test-0845,A,1,47.0,final_answer,clean_final,812
test-0845,A,2,149.0,final_answer,clean_final,795
test-0846,A,0,40.0,final_answer,clean_final,212
test-0846,A,1,40.0,final_answer,clean_final,338
test-0846,A,2,40.0,final_answer,clean_final,219
test-0847,A,0,504.0,final_answer,clean_final,740
test-0847,A,1,608.0,final_answer,clean_final,1386
test-0847,A,2,144.0,final_answer,clean_final,536
test-0848,A,0,24.0,final_answer,clean_final,764
test-0848,A,1,27.0,last_number,ends_digit,1536
test-0848,A,2,28.0,final_answer,clean_final,865
test-0849,A,0,,fail,clean_final,1228
test-0849,A,1,42.0,answer_is,mid_cut,992
test-0849,A,2,-627.0,final_answer,clean_final,1196
test-0850,A,0,1220,boxed,mid_cut,882
test-0850,A,1,407,final_answer,clean_final,636
test-0850,A,2,28,final_answer,clean_final,807
test-0851,A,0,9,final_answer,clean_final,320
test-0851,A,1,9,final_answer,clean_final,359
test-0851,A,2,9,final_answer,clean_final,251
test-0852,A,0,36,final_answer,clean_final,410
test-0852,A,1,72,final_answer,clean_final,381
test-0852,A,2,72,final_answer,clean_final,550
test-0853,A,0,300,final_answer,clean_final,496
test-0853,A,1,300,last_number,mid_cut,455
test-0853,A,2,300,final_answer,clean_final,365
test-0854,A,0,80,final_answer,clean_final,366
test-0854,A,1,20,final_answer,clean_final,272
test-0854,A,2,20,final_answer,clean_final,258
test-0855,A,0,-1,final_answer,clean_final,518
test-0855,A,1,181,final_answer,clean_final,479
test-0855,A,2,6,final_answer,clean_final,433
test-0856,A,0,0,final_answer,clean_final,788
test-0856,A,1,12,final_answer,clean_final,1155
test-0856,A,2,3,boxed,mid_cut,712
test-0857,A,0,1035,final_answer,clean_final,321
test-0857,A,1,1035,final_answer,clean_final,279
test-0857,A,2,1035,final_answer,clean_final,388
test-0858,A,0,6,final_answer,clean_final,281
test-0858,A,1,6,final_answer,clean_final,255
test-0858,A,2,6,final_answer,clean_final,245
test-0859,A,0,95,final_answer,clean_final,209
test-0859,A,1,94,final_answer,clean_final,274
test-0859,A,2,94,final_answer,clean_final,282
test-0860,A,0,50,final_answer,clean_final,213
test-0860,A,1,50,final_answer,clean_final,230
test-0860,A,2,50,final_answer,clean_final,122
test-0861,A,0,5,final_answer,clean_final,328
test-0861,A,1,5,final_answer,clean_final,287
test-0861,A,2,5,final_answer,clean_final,563
test-0862,A,0,21,final_answer,clean_final,561
test-0862,A,1,21,final_answer,clean_final,863
test-0862,A,2,2011,final_answer,clean_final,723
test-0863,A,0,24,final_answer,clean_final,247
test-0863,A,1,24,answer_is,sentence_end,354
test-0863,A,2,24,final_answer,clean_final,307
test-0864,A,0,34,boxed,mid_cut,672
test-0864,A,1,9,boxed,mid_cut,742
test-0864,A,2,17,boxed,mid_cut,973
test-0865,A,0,-2,final_answer,clean_final,892
test-0865,A,1,-6,final_answer,clean_final,1085
test-0865,A,2,-1,final_answer,clean_final,713
test-0866,A,0,18,final_answer,clean_final,169
test-0866,A,1,18,final_answer,clean_final,215
test-0866,A,2,18,final_answer,clean_final,189
test-0867,A,0,3,final_answer,clean_final,443
test-0867,A,1,3,final_answer,clean_final,400
test-0867,A,2,3,final_answer,clean_final,313
test-0868,A,0,9,final_answer,clean_final,167
test-0868,A,1,9,final_answer,clean_final,147
test-0868,A,2,9,final_answer,clean_final,120
test-0869,A,0,13,final_answer,clean_final,780
test-0869,A,1,2191,final_answer,clean_final,1013
test-0869,A,2,11,final_answer,clean_final,871
test-0870,A,0,25,final_answer,clean_final,304
test-0870,A,1,25,final_answer,clean_final,321
test-0870,A,2,25,final_answer,clean_final,362
test-0871,A,0,2027079,final_answer,clean_final,1102
test-0871,A,1,1,final_answer,clean_final,1090
test-0871,A,2,1,final_answer,clean_final,851
test-0872,A,0,1600,final_answer,clean_final,211
test-0872,A,1,1600,final_answer,clean_final,155
test-0872,A,2,1600,final_answer,clean_final,175
test-0873,A,0,75,final_answer,clean_final,279
test-0873,A,1,75,final_answer,clean_final,459
test-0873,A,2,75,final_answer,clean_final,291
test-0874,A,0,230,final_answer,clean_final,238
test-0874,A,1,230,final_answer,clean_final,217
test-0874,A,2,230,final_answer,clean_final,162
test-0875,A,0,700,final_answer,clean_final,159
test-0875,A,1,700,final_answer,clean_final,134
test-0875,A,2,700,final_answer,clean_final,120
test-0876,A,0,130,final_answer,clean_final,223
test-0876,A,1,130,final_answer,clean_final,189
test-0876,A,2,130,final_answer,clean_final,170
test-0877,A,0,84,boxed,mid_cut,1320
test-0877,A,1,54,final_answer,clean_final,806
test-0877,A,2,9,final_answer,clean_final,963
test-0878,A,0,20,final_answer,clean_final,646
test-0878,A,1,20,final_answer,clean_final,570
test-0878,A,2,22,final_answer,clean_final,1253
test-0879,A,0,17,final_answer,clean_final,547
test-0879,A,1,17,final_answer,clean_final,797
test-0879,A,2,17,final_answer,clean_final,789
test-0880,A,0,27,final_answer,clean_final,318
test-0880,A,1,27,final_answer,clean_final,399
test-0880,A,2,27,final_answer,clean_final,331
test-0881,A,0,864,answer_is,mid_cut,387
test-0881,A,1,420,answer_is,mid_cut,1000
test-0881,A,2,640,answer_is,mid_cut,691
test-0882,A,0,1009,boxed,mid_cut,906
test-0882,A,1,4074343,final_answer,clean_final,585
test-0882,A,2,4074343,final_answer,clean_final,456
test-0883,A,0,400,final_answer,clean_final,152
test-0883,A,1,400,final_answer,clean_final,195
test-0883,A,2,400,final_answer,clean_final,144
test-0884,A,0,345,final_answer,clean_final,385
test-0884,A,1,345,final_answer,clean_final,199
test-0884,A,2,345,final_answer,clean_final,332
test-0885,A,0,-15,final_answer,clean_final,211
test-0885,A,1,54,final_answer,clean_final,248
test-0885,A,2,54,final_answer,clean_final,194
test-0886,A,0,1670,final_answer,clean_final,192
test-0886,A,1,1670,final_answer,clean_final,167
test-0886,A,2,1670,final_answer,clean_final,181
test-0887,A,0,540,final_answer,clean_final,411
test-0887,A,1,540,final_answer,clean_final,503
test-0887,A,2,548,final_answer,clean_final,744
test-0888,A,0,99,final_answer,clean_final,243
test-0888,A,1,99,final_answer,clean_final,305
test-0888,A,2,99,final_answer,clean_final,276
test-0889,A,0,608,final_answer,clean_final,854
test-0889,A,1,544,final_answer,clean_final,963
test-0889,A,2,509,final_answer,clean_final,703
test-0890,A,0,15,final_answer,clean_final,373
test-0890,A,1,15,final_answer,clean_final,240
test-0890,A,2,15,final_answer,clean_final,281
test-0891,A,0,283,final_answer,clean_final,825
test-0891,A,1,400,final_answer,clean_final,887
test-0891,A,2,230,final_answer,clean_final,796
test-0892,A,0,216,final_answer,clean_final,583
test-0892,A,1,1,final_answer,clean_final,983
test-0892,A,2,216,final_answer,clean_final,532
test-0893,A,0,1999000,answer_is,mid_cut,606
test-0893,A,1,1998001,final_answer,clean_final,892
test-0893,A,2,1999,final_answer,clean_final,400
test-0894,A,0,136,final_answer,clean_final,495
test-0894,A,1,136,final_answer,clean_final,393
test-0894,A,2,136,final_answer,clean_final,313
test-0895,A,0,113,final_answer,clean_final,306
test-0895,A,1,113,final_answer,clean_final,293
test-0895,A,2,113,final_answer,clean_final,267
test-0896,A,0,7,final_answer,clean_final,319
test-0896,A,1,7,final_answer,clean_final,276
test-0896,A,2,7,final_answer,clean_final,246
test-0897,A,0,8,final_answer,clean_final,205
test-0897,A,1,4,final_answer,clean_final,297
test-0897,A,2,8,final_answer,clean_final,180
test-0898,A,0,8,boxed,mid_cut,912
test-0898,A,1,8,boxed,mid_cut,1122
test-0898,A,2,4,boxed,mid_cut,835
test-0899,A,0,4500,final_answer,clean_final,582
test-0899,A,1,2460,final_answer,clean_final,371
test-0899,A,2,14400,final_answer,clean_final,344
test-0900,A,0,167.0,final_answer,clean_final,841
test-0900,A,1,167.0,final_answer,clean_final,1102
test-0900,A,2,169.0,final_answer,clean_final,1369
test-0901,A,0,10.0,final_answer,clean_final,269
test-0901,A,1,10.0,final_answer,clean_final,320
test-0901,A,2,10.0,final_answer,clean_final,264
test-0902,A,0,3.0,final_answer,clean_final,431
test-0902,A,1,300.0,final_answer,clean_final,532
test-0902,A,2,300.0,final_answer,clean_final,310
test-0903,A,0,5.0,final_answer,clean_final,225
test-0903,A,1,5.0,final_answer,clean_final,167
test-0903,A,2,5.0,final_answer,clean_final,142
test-0904,A,0,4.0,final_answer,clean_final,356
test-0904,A,1,4.0,final_answer,clean_final,293
test-0904,A,2,4.0,final_answer,clean_final,349
test-0905,A,0,19.0,final_answer,clean_final,978
test-0905,A,1,0.0,final_answer,clean_final,610
test-0905,A,2,8330.0,boxed,mid_cut,947
test-0906,A,0,160.0,final_answer,clean_final,258
test-0906,A,1,160.0,final_answer,clean_final,202
test-0906,A,2,160.0,final_answer,clean_final,236
test-0907,A,0,16.0,final_answer,clean_final,382
test-0907,A,1,16.0,final_answer,clean_final,416
test-0907,A,2,16.0,final_answer,clean_final,415
test-0908,A,0,15.0,final_answer,clean_final,267
test-0908,A,1,3.0,final_answer,clean_final,252
test-0908,A,2,15.0,final_answer,clean_final,262
test-0909,A,0,2.0,final_answer,clean_final,986
test-0909,A,1,1.0,final_answer,clean_final,807
test-0909,A,2,2.0,boxed,mid_cut,998
test-0910,A,0,38.0,final_answer,clean_final,216
test-0910,A,1,38.0,final_answer,clean_final,153
test-0910,A,2,38.0,final_answer,clean_final,163
test-0911,A,0,25.0,final_answer,clean_final,426
test-0911,A,1,25.0,final_answer,clean_final,396
test-0911,A,2,25.0,final_answer,clean_final,296
test-0912,A,0,132.0,boxed,mid_cut,1196
test-0912,A,1,12109.0,boxed,mid_cut,943
test-0912,A,2,801.0,final_answer,clean_final,885
test-0913,A,0,20.0,final_answer,clean_final,234
test-0913,A,1,20.0,final_answer,clean_final,221
test-0913,A,2,20.0,final_answer,clean_final,303
test-0914,A,0,600.0,answer_is,mid_cut,193
test-0914,A,1,600.0,final_answer,clean_final,183
test-0914,A,2,600.0,final_answer,clean_final,159
test-0915,A,0,67.0,final_answer,clean_final,260
test-0915,A,1,67.0,final_answer,clean_final,277
test-0915,A,2,67.0,final_answer,clean_final,334
test-0916,A,0,28.0,final_answer,clean_final,1055
test-0916,A,1,23.0,final_answer,clean_final,945
test-0916,A,2,17.0,answer_is,mid_cut,825
test-0917,A,0,10.0,answer_is,mid_cut,388
test-0917,A,1,10.0,boxed,mid_cut,329
test-0917,A,2,10.0,final_answer,clean_final,391
test-0918,A,0,9.0,boxed,mid_cut,1201
test-0918,A,1,13.0,final_answer,clean_final,1179
test-0918,A,2,17.0,last_number,mid_cut,1536
test-0919,A,0,1007.0,final_answer,clean_final,781
test-0919,A,1,1002.0,final_answer,clean_final,1179
test-0919,A,2,55.0,final_answer,clean_final,1473
test-0920,A,0,506.0,final_answer,clean_final,1122
test-0920,A,1,506.0,boxed,sentence_end,778
test-0920,A,2,1012.0,boxed,mid_cut,883
test-0921,A,0,100.0,final_answer,clean_final,184
test-0921,A,1,100.0,final_answer,clean_final,202
test-0921,A,2,100.0,final_answer,clean_final,199
test-0922,A,0,6.0,final_answer,clean_final,220
test-0922,A,1,6.0,final_answer,clean_final,257
test-0922,A,2,6.0,final_answer,clean_final,405
test-0923,A,0,3.0,final_answer,clean_final,409
test-0923,A,1,4.0,final_answer,clean_final,420
test-0923,A,2,,fail,clean_final,343
test-0924,A,0,2002.0,final_answer,clean_final,1059
